price,carat,cut,color,clarity,length_mm,width_mm
421,0.3,Very Good,H,SI,4.25,4.3
8912,1.14,Very Good,F,VVS,6.56,6.71
889,0.39,Very Good,E,VS,4.72,4.76
11646,2.01,Premium,H,SI,8.05,7.97
7762,1.05,Ideal,E,VS,6.5,6.44
2901,0.74,Ideal,E,VS,5.81,5.78
6115,1.12,Premium,H,VS,6.64,4.11
2281,0.53,Good,F,VVS,5.11,5.17
2841,0.82,Very Good,F,SI,6.12,6.14
1939,0.9,Fair,G,I,6.05,5.99
14725,2.01,Ideal,H,SI,8.11,8.08
730,0.32,Ideal,G,VVS,4.35,4.38
18077,2.02,Ideal,G,VS,8.14,8.04
1953,0.51,Premium,F,VVS,5.08,5.1
891,0.31,Ideal,G,IF,4.35,4.38
4455,1.17,Very Good,H,SI,6.72,6.64
3005,0.72,Ideal,I,VS,5.8,5.86
3497,0.76,Ideal,E,VS,5.84,5.86
526,0.3,Good,H,VS,4.26,4.28
1667,0.54,Very Good,D,SI,5.21,5.17
5598,1.02,Very Good,H,VS,6.34,6.47
3024,0.9,Good,H,SI,6.09,6.14
1114,0.54,Fair,F,SI,5.24,5.18
1613,0.57,Premium,E,SI,5.42,5.38
16294,2.09,Good,I,SI,8.37,8.46
1438,0.51,Very Good,G,VS,5.07,5.09
8330,1.01,Very Good,F,VS,6.36,6.39
8451,1.06,Ideal,G,VS,6.5,6.53
894,0.39,Good,G,VVS,4.62,4.65
8108,1.5,Good,D,SI,7.2,7.25
9784,1.56,Good,I,VS,7.72,7.66
11954,2.01,Good,I,VS,7.91,7.86
3653,0.8,Ideal,F,VS,5.93,6
4582,1.03,Good,J,VS,6.43,6.49
3151,0.72,Ideal,F,VS,5.78,5.8
605,0.3,Ideal,G,VS,4.31,4.33
3099,0.72,Ideal,D,VS,5.76,5.73
561,0.32,Very Good,G,VS,4.33,4.36
921,0.39,Good,F,SI,4.65,4.6
457,0.31,Very Good,H,VS,4.43,4.46
586,0.37,Ideal,G,SI,4.62,4.64
575,0.32,Ideal,I,VVS,4.42,4.45
4106,0.9,Premium,E,SI,6.22,6.26
6048,1.5,Premium,J,SI,7.34,7.3
13369,2.21,Premium,H,SI,8.27,8.23
1066,0.5,Ideal,I,SI,5.13,5.16
3888,0.73,Ideal,F,VVS,5.74,5.79
980,0.4,Premium,G,VVS,4.78,4.74
3067,0.78,Ideal,E,SI,5.87,5.9
2951,0.54,Ideal,F,VVS,5.27,5.28
552,0.24,Very Good,E,VVS,3.96,4.01
6738,1.26,Ideal,G,SI,7.08,7.04
628,0.31,Ideal,H,VS,4.34,4.32
791,0.42,Very Good,I,VS,4.82,4.88
1024,0.39,Premium,G,VVS,4.73,4.7
743,0.33,Premium,G,VS,4.44,4.41
3450,1,Premium,E,SI,6.3,6.23
2135,0.56,Ideal,H,IF,5.32,5.35
945,0.4,Good,I,VS,4.69,4.65
2290,0.7,Very Good,E,SI,5.76,5.79
675,0.3,Premium,E,SI,4.28,4.24
5182,1.18,Ideal,H,SI,6.81,6.86
10933,1.14,Ideal,G,VVS,6.74,6.77
5946,1.06,Ideal,D,SI,6.52,6.55
3603,1.04,Premium,J,SI,6.47,6.49
2918,0.8,Very Good,H,VS,5.98,6.05
596,0.34,Premium,I,VVS,4.45,4.49
544,0.31,Premium,H,VS,4.41,4.43
3207,1.01,Ideal,J,SI,6.48,6.4
4514,0.91,Very Good,H,VS,6.29,6.38
4435,1.02,Premium,G,SI,6.44,6.48
4191,1.01,Fair,H,SI,6.29,6.25
3836,1,Good,I,SI,6.21,6.27
5832,1.31,Premium,I,VS,7.16,7.05
2615,0.57,Ideal,E,VVS,5.31,5.33
4370,0.9,Good,F,VS,6.08,6.1
885,0.3,Ideal,D,VS,4.38,4.41
1295,0.41,Ideal,F,VVS,4.77,4.8
11003,1.71,Premium,I,SI,7.75,7.79
7356,1.52,Ideal,J,SI,7.33,7.37
12696,2.04,Ideal,J,SI,8.08,8.12
4372,1,Very Good,F,SI,6.36,6.39
10197,1.61,Ideal,F,SI,7.58,7.51
1076,0.41,Premium,G,VS,4.87,4.84
4128,0.91,Premium,H,VS,6.23,6.18
1814,0.54,Ideal,F,VS,5.31,5.27
2473,0.7,Very Good,G,VS,5.74,5.8
789,0.36,Premium,E,VS,4.54,4.56
969,0.41,Ideal,E,SI,4.78,4.74
825,0.36,Very Good,F,VS,4.62,4.66
1813,0.53,Premium,E,VS,5.21,5.18
1908,0.53,Premium,E,VS,5.33,5.26
12736,2.02,Ideal,J,SI,8.11,8.18
5032,0.91,Premium,H,VVS,6.16,6.19
499,0.3,Ideal,F,SI,4.28,4.31
3053,0.78,Ideal,E,SI,5.92,5.98
12394,1.63,Premium,F,SI,7.73,7.65
6350,1.26,Premium,H,SI,6.96,6.87
1965,0.57,Ideal,E,VS,5.32,5.37
745,0.34,Premium,E,VS,4.48,4.51
4412,1.01,Premium,H,VS,6.45,6.36
13098,2,Premium,D,SI,8.02,8
505,0.23,Very Good,F,VVS,3.97,4.01
9704,1.51,Very Good,I,VS,7.42,7.46
13363,1.63,Ideal,F,SI,7.55,7.58
2265,0.71,Ideal,I,VS,5.66,5.71
1186,0.25,Premium,G,SI,5.33,5.28
1715,0.54,Premium,D,SI,5.22,5.18
807,0.36,Premium,F,VS,4.56,4.51
6440,1.18,Ideal,H,SI,6.78,6.82
12271,2.01,Premium,H,SI,8.16,8.13
3170,0.74,Ideal,F,VS,5.79,5.76
4584,1.01,Ideal,I,SI,6.36,6.4
5683,1.24,Ideal,H,VS,6.92,6.88
18557,1.72,Very Good,E,VS,7.65,7.55
4297,0.9,Very Good,G,VS,6.14,6.16
8546,1.05,Ideal,G,VVS,6.63,6.68
3772,0.91,Very Good,E,SI,6.12,6.16
1155,0.44,Ideal,E,VS,4.92,4.9
13622,1.72,Very Good,F,SI,7.62,7.57
12554,2,Fair,H,SI,7.84,7.8
3073,0.71,Ideal,E,VS,5.69,5.73
3419,0.7,Ideal,D,VS,5.71,5.74
4157,0.9,Ideal,I,VS,6.17,6.23
4656,1.08,Very Good,E,SI,6.61,6.68
11460,1.81,Premium,H,SI,7.79,7.75
2332,0.7,Ideal,E,SI,5.76,5.78
703,0.38,Ideal,I,VS,4.62,4.66
4193,0.91,Very Good,H,VS,6.35,6.47
5376,1.13,Premium,G,SI,6.76,6.67
18392,2.09,Very Good,H,SI,8.23,8.3
974,0.46,Ideal,I,VVS,4.96,4.99
1431,0.41,Ideal,E,VVS,4.79,4.77
3599,1.02,Very Good,J,SI,6.42,6.36
684,0.32,Premium,F,SI,4.4,4.37
2889,0.77,Premium,E,SI,5.99,5.95
3714,0.9,Premium,F,SI,6.13,6.08
2804,0.7,Ideal,D,SI,5.68,5.7
1955,0.57,Ideal,D,VS,5.29,5.32
4482,0.92,Fair,E,SI,6.04,5.99
689,0.34,Premium,H,VS,4.49,4.46
4469,1,Premium,D,SI,6.23,6.19
367,0.2,Premium,E,VS,3.84,3.8
752,0.33,Premium,G,VVS,4.52,4.55
1738,0.49,Good,D,VS,5.18,5.25
2590,0.71,Very Good,H,VS,5.63,5.67
1243,0.5,Very Good,D,SI,5.05,5.01
8205,1.53,Premium,J,VS,7.51,7.47
6972,1.1,Ideal,G,VS,6.7,6.74
3255,0.9,Very Good,H,SI,5.97,6.07
2252,0.72,Ideal,H,SI,5.79,5.83
13445,1.71,Ideal,H,VS,7.59,7.63
2074,0.7,Very Good,G,SI,5.7,5.73
2059,0.57,Premium,G,VVS,5.44,5.36
1389,0.42,Ideal,F,VVS,4.84,4.81
3267,0.9,Good,F,SI,6.06,6.16
5034,1.09,Ideal,J,SI,6.58,6.64
1644,0.54,Good,D,VS,5.28,5.36
2318,0.72,Very Good,G,SI,5.73,5.68
3364,0.82,Ideal,H,VS,6,6.04
949,0.3,Ideal,E,VVS,4.3,4.32
2337,0.73,Very Good,H,VS,5.65,5.7
4459,1.02,Premium,F,SI,6.41,6.45
680,0.31,Ideal,E,VS,4.34,4.37
5329,1.11,Ideal,I,SI,6.65,6.66
2425,0.76,Good,G,SI,5.97,6.05
10567,1.01,Good,E,VVS,6.31,6.34
4425,0.93,Good,G,VS,6.21,6.15
971,0.33,Ideal,G,VVS,4.49,4.52
2081,0.5,Premium,F,VVS,5.15,5.13
1168,0.4,Very Good,D,VVS,4.7,4.72
6606,1.01,Premium,E,VS,6.46,6.43
1806,0.5,Premium,G,VVS,5.09,5.07
620,0.3,Very Good,G,VS,4.28,4.32
776,0.3,Ideal,F,VS,4.34,4.31
5879,0.95,Ideal,E,VS,6.3,6.28
645,0.32,Ideal,F,VS,4.4,4.44
5221,1,Premium,F,SI,6.44,6.36
7589,1.01,Ideal,E,VS,6.44,6.47
1292,0.57,Ideal,H,SI,5.34,5.39
2390,0.71,Good,E,SI,5.63,5.66
567,0.3,Ideal,H,VVS,4.3,4.3
778,0.3,Ideal,D,VS,4.38,4.34
3208,0.7,Very Good,D,VS,5.73,5.76
2250,0.44,Good,D,VVS,4.96,5
548,0.32,Very Good,G,VS,4.46,4.48
839,0.39,Ideal,E,VS,4.75,4.77
954,0.32,Ideal,G,IF,4.4,4.43
4098,1.08,Premium,J,SI,6.57,6.62
596,0.34,Premium,H,VS,4.48,4.53
1443,0.51,Premium,E,SI,5.07,5.06
15939,2.01,Premium,I,VS,8.13,8.08
2314,0.52,Very Good,F,VVS,5.11,5.15
1121,0.52,Premium,G,SI,5.29,5.21
7032,1.15,Premium,G,VS,6.68,6.6
621,0.3,Ideal,E,VS,4.33,4.36
1176,0.56,Fair,F,SI,5.38,5.21
17882,2.02,Ideal,H,SI,8.14,8.08
17658,2.02,Very Good,F,SI,8.21,8.29
6648,1.07,Ideal,G,VS,6.53,6.58
9901,1.16,Ideal,G,IF,6.73,6.79
3622,0.7,Very Good,E,IF,5.64,5.59
5016,1.02,Ideal,G,SI,6.43,6.48
4928,1.03,Ideal,G,SI,6.46,6.5
8462,1.51,Very Good,F,SI,7.2,7.27
6458,1.04,Premium,F,VS,6.61,6.56
2745,0.71,Very Good,D,VS,5.61,5.65
1106,0.53,Very Good,J,VS,5.19,5.23
2839,0.71,Premium,F,VS,5.87,5.82
3160,0.81,Ideal,D,SI,5.96,5.99
4102,1,Good,F,SI,6.15,6.21
6746,1.5,Good,J,SI,7.3,7.32
4959,1.01,Premium,H,VS,6.44,6.48
1018,0.36,Ideal,D,VS,4.55,4.52
15467,2.01,Good,H,SI,7.81,7.91
13477,1.71,Ideal,H,SI,7.74,7.69
984,0.51,Good,J,VS,5.1,5.13
2275,0.79,Premium,H,SI,5.97,5.91
2990,0.57,Good,E,VVS,5.34,5.43
6157,1.19,Very Good,D,SI,6.84,6.88
2037,0.56,Very Good,E,VS,5.29,5.31
453,0.31,Premium,J,SI,4.43,4.39
2753,0.9,Very Good,J,SI,6.12,6.09
2120,0.76,Very Good,I,SI,5.84,5.9
1210,0.5,Good,D,SI,5.02,4.93
3002,0.8,Premium,G,VS,6.02,5.97
2489,0.78,Premium,H,SI,5.93,5.92
1731,0.5,Ideal,F,VS,5.14,5.15
1116,0.46,Ideal,E,SI,5.02,4.96
6666,1.01,Very Good,E,VS,6.47,6.51
11114,2.25,Premium,I,SI,8.42,8.35
499,0.3,Very Good,E,SI,4.31,4.33
1046,0.31,Premium,E,VVS,4.36,4.34
3087,0.7,Good,D,VS,5.56,5.61
7862,1.08,Very Good,G,VVS,6.58,6.51
1893,0.5,Very Good,D,VS,5.12,5.14
7300,1.5,Fair,G,SI,7.6,7.52
2319,0.7,Premium,D,SI,5.73,5.71
7730,1.29,Premium,F,SI,6.97,6.91
2087,0.71,Good,I,SI,5.72,5.67
854,0.33,Premium,G,VS,4.46,4.42
456,0.33,Ideal,J,VS,4.45,4.47
732,0.31,Good,D,SI,4.3,4.27
1885,0.63,Very Good,D,SI,5.4,5.46
807,0.4,Ideal,I,VVS,4.74,4.77
7257,2.31,Fair,G,I,8.05,7.99
3370,0.84,Good,G,VS,5.89,5.94
2666,0.74,Very Good,I,VVS,5.76,5.78
7177,1,Ideal,E,VS,6.38,6.45
746,0.37,Very Good,F,VS,4.61,4.63
2513,0.7,Very Good,H,VS,5.67,5.7
789,0.43,Ideal,I,VS,4.86,4.91
6088,0.94,Very Good,G,VVS,6.21,6.14
8039,1.2,Ideal,H,VS,6.84,6.88
1439,0.41,Ideal,F,IF,4.81,4.83
8630,1.6,Premium,I,SI,7.59,7.51
5849,1.26,Very Good,H,VS,6.91,6.81
15217,1.53,Premium,F,VS,7.51,7.48
1200,0.38,Very Good,D,VVS,4.7,4.73
1243,0.56,Ideal,D,SI,5.29,5.32
9526,1.62,Premium,E,SI,7.55,7.52
743,0.33,Ideal,E,SI,4.42,4.38
802,0.31,Ideal,F,VS,4.34,4.3
2383,1.12,Premium,G,I,6.71,6.67
1240,0.54,Very Good,H,SI,5.22,5.15
1303,0.35,Ideal,D,VVS,4.62,4.59
8580,1.2,Premium,F,VS,6.78,6.71
8403,1.21,Very Good,F,VS,6.78,6.82
907,0.31,Premium,H,VVS,4.37,4.33
17492,1.7,Premium,G,VS,7.73,7.64
2079,0.72,Ideal,G,SI,5.71,5.75
1644,0.48,Very Good,E,VS,4.95,4.99
2016,0.54,Very Good,D,VS,5.19,5.23
1795,0.5,Good,D,VS,5.02,5.06
9494,1.73,Premium,F,SI,7.6,7.55
4565,0.9,Very Good,G,VVS,6.07,6.15
1397,0.57,Very Good,E,SI,5.28,5.32
7877,1.21,Very Good,F,SI,6.92,6.96
6366,1.16,Premium,E,SI,6.7,6.64
2717,0.9,Premium,J,SI,6.14,6.11
17676,2.01,Very Good,E,SI,8.03,8.11
780,0.33,Ideal,D,SI,4.43,4.39
6037,1.01,Very Good,F,VS,6.52,6.54
9900,1.5,Very Good,E,SI,7.39,7.44
942,0.31,Ideal,D,VS,4.36,4.31
13453,2.02,Ideal,F,SI,8.07,7.93
1624,0.5,Very Good,G,VS,5.06,5.22
980,0.45,Fair,E,VS,4.78,4.71
614,0.35,Very Good,E,SI,4.48,4.52
2562,0.72,Very Good,E,SI,5.73,5.76
504,0.32,Ideal,J,VS,4.38,4.36
5477,1.18,Premium,I,VS,6.73,6.71
880,0.34,Ideal,H,VVS,4.49,4.48
3062,0.71,Fair,G,VVS,5.67,5.57
894,0.37,Premium,F,VS,4.67,4.62
938,0.31,Very Good,E,IF,4.33,4.37
5641,1.23,Ideal,H,SI,6.95,6.94
3996,1.06,Very Good,H,SI,6.43,6.47
9804,1.5,Very Good,I,VS,7.36,7.42
3594,0.93,Premium,G,SI,6.35,6.28
5897,1.01,Very Good,H,VS,6.46,6.5
8261,1.31,Very Good,H,VS,7.04,7.09
2706,0.76,Good,F,SI,6.08,6
1013,0.3,Ideal,G,VVS,4.31,4.29
3465,0.9,Good,F,SI,5.98,6.01
3181,0.63,Ideal,E,VVS,5.49,5.54
1971,0.5,Premium,H,IF,5.14,5.03
6239,1.01,Very Good,G,VS,6.44,6.52
1580,0.43,Ideal,F,IF,4.89,4.86
1040,0.44,Premium,E,SI,4.88,4.85
665,0.3,Ideal,H,VVS,4.29,4.32
809,0.37,Ideal,G,VS,4.65,4.68
851,0.36,Ideal,D,SI,4.64,4.56
579,0.33,Ideal,G,VS,4.44,4.47
4823,0.91,Very Good,E,VS,6.15,6.17
1689,0.52,Very Good,E,VS,5.17,5.2
2846,0.77,Premium,G,VS,5.91,5.81
1827,0.87,Ideal,G,I,6.09,6.04
1729,0.5,Very Good,G,VVS,5.12,5.15
15996,2.02,Premium,H,SI,8.28,8.17
1815,0.52,Premium,G,VS,5.21,5.17
500,0.3,Good,F,SI,4.21,4.26
7695,1.54,Very Good,J,VS,7.34,7.37
10521,1.62,Very Good,H,SI,7.4,7.45
524,0.3,Ideal,G,VS,4.32,4.38
1990,0.58,Premium,G,VVS,5.4,5.45
5436,1.22,Premium,G,SI,7,6.92
5939,1.01,Premium,D,SI,6.47,6.42
1776,0.53,Ideal,E,VS,5.19,5.16
816,0.31,Premium,E,VVS,4.35,4.38
5889,1.24,Premium,F,SI,6.94,6.9
10520,1.7,Ideal,I,SI,7.62,7.57
1741,0.57,Very Good,F,VS,5.27,5.31
1246,0.45,Good,G,VS,4.94,4.98
698,0.31,Premium,I,VVS,4.4,4.38
2743,0.71,Very Good,D,SI,5.73,5.68
5217,1.02,Premium,H,VS,6.38,6.43
747,0.3,Ideal,G,VVS,4.36,4.38
3270,0.79,Ideal,D,SI,6.01,5.96
1369,0.52,Very Good,G,VS,5.09,5.13
4661,1.15,Very Good,H,SI,6.63,6.66
1013,0.3,Ideal,E,VVS,4.33,4.31
485,0.24,Very Good,E,VVS,3.95,3.97
1071,0.37,Premium,D,VVS,4.61,4.64
4468,1.01,Premium,F,SI,6.53,6.46
4478,1.02,Premium,E,SI,6.6,6.55
612,0.3,Ideal,F,VS,4.3,4.32
917,0.34,Very Good,G,IF,4.59,4.63
775,0.3,Good,E,VVS,4.23,4.27
4004,1.01,Good,F,SI,6.34,6.38
1665,0.52,Ideal,G,VS,5.16,5.18
10476,1.01,Very Good,F,IF,6.38,6.45
9355,1.62,Very Good,E,SI,7.57,7.62
1033,0.34,Ideal,E,VS,4.5,4.48
1668,0.56,Premium,E,VS,5.34,5.27
4595,1,Very Good,D,SI,6.29,6.39
983,0.51,Ideal,H,SI,5.1,5.14
1367,0.41,Ideal,G,IF,4.74,4.78
756,0.32,Ideal,D,SI,4.47,4.37
6816,1.02,Very Good,E,VS,6.36,6.41
6957,1,Very Good,F,VS,6.29,6.35
4445,1.01,Very Good,E,SI,6.36,6.41
780,0.33,Ideal,D,SI,4.44,4.41
376,0.23,Good,F,VS,3.86,3.89
833,0.38,Premium,G,VS,4.62,4.66
2269,0.53,Ideal,F,VVS,5.23,5.26
1746,0.5,Ideal,E,VS,5.12,5.04
956,0.34,Ideal,E,VS,4.5,4.46
3040,0.77,Very Good,D,SI,5.84,5.89
4824,1.21,Good,J,SI,6.83,6.89
526,0.24,Ideal,E,VVS,3.96,4.01
1063,0.35,Ideal,E,VS,4.53,4.5
4150,0.76,Premium,F,IF,5.89,5.85
2795,0.72,Good,F,VS,5.74,5.72
2756,0.71,Ideal,G,VS,5.76,5.73
2966,0.7,Ideal,I,VVS,5.69,5.73
2519,0.73,Premium,I,VVS,5.78,5.73
3484,0.9,Very Good,I,VS,6.06,6.03
1279,0.58,Ideal,I,VS,5.35,5.39
755,0.3,Very Good,E,VS,4.3,4.33
5723,1,Very Good,G,VS,6.39,6.31
2389,0.76,Ideal,G,SI,5.81,5.84
753,0.42,Very Good,F,SI,4.81,4.89
3669,0.73,Ideal,G,VVS,5.76,5.8
596,0.34,Ideal,E,SI,4.48,4.51
11073,1.3,Ideal,G,VVS,6.96,7.03
6531,1.22,Very Good,G,SI,6.99,6.92
3356,0.89,Very Good,F,SI,6.18,6.21
1294,0.44,Ideal,D,VS,4.92,4.85
776,0.3,Premium,H,VVS,4.31,4.29
975,0.39,Premium,E,VS,4.83,4.79
10730,1.5,Very Good,D,SI,7.17,7.23
9663,1.75,Ideal,J,VS,7.71,7.66
1329,0.62,Premium,F,SI,5.48,5.45
4997,1.1,Very Good,G,SI,6.72,6.79
16149,2.01,Good,I,VS,7.95,7.87
575,0.25,Very Good,D,VVS,4.11,4.16
854,0.4,Ideal,E,VS,4.72,4.75
11294,1.58,Ideal,E,SI,7.53,7.5
625,0.31,Ideal,H,VVS,4.36,4.37
5500,1,Premium,E,SI,6.38,6.41
971,0.41,Ideal,H,VVS,4.83,4.89
1084,0.34,Ideal,E,VVS,4.49,4.45
905,0.3,Premium,G,VVS,4.31,4.25
1606,0.57,Premium,J,VS,5.34,5.3
1051,0.4,Ideal,G,VVS,4.71,4.75
5412,1.23,Premium,J,VS,6.79,6.82
5759,1.13,Ideal,G,SI,6.71,6.75
18279,1.07,Premium,D,IF,6.67,6.57
462,0.31,Premium,D,SI,4.38,4.41
993,0.43,Good,D,SI,4.8,4.79
1823,0.54,Ideal,E,VS,5.22,5.2
2093,0.52,Good,G,IF,5.24,5.27
557,0.33,Premium,J,VS,4.41,4.38
5926,1.29,Ideal,H,SI,6.95,6.93
9712,1.06,Ideal,E,VVS,6.63,6.54
687,0.31,Ideal,H,VVS,4.4,4.43
4302,1.01,Good,F,SI,6.41,6.46
2956,0.7,Very Good,F,VS,5.67,5.71
5312,1.02,Ideal,H,VS,6.53,6.48
3888,1.01,Very Good,I,SI,6.38,6.44
880,0.33,Ideal,F,VVS,4.51,4.53
914,0.31,Ideal,F,IF,4.39,4.43
882,0.38,Ideal,D,VS,4.69,4.7
4140,0.93,Premium,D,SI,6.26,6.2
999,0.41,Ideal,E,VS,4.77,4.74
8020,1.65,Very Good,H,SI,7.53,7.49
5833,1,Fair,F,VS,6.28,6.25
4640,1.1,Premium,D,SI,6.57,6.6
907,0.31,Premium,H,VVS,4.34,4.32
4273,1.02,Premium,G,SI,6.51,6.48
3724,0.92,Very Good,G,SI,6.13,6.16
7652,1.01,Very Good,D,VS,6.36,6.39
4429,0.91,Premium,D,SI,6.25,6.3
4581,1.11,Premium,E,SI,6.61,6.63
880,0.34,Premium,F,VS,4.46,4.44
571,0.31,Very Good,D,SI,4.3,4.33
436,0.31,Ideal,G,SI,4.38,4.42
8840,1.77,Premium,J,SI,7.84,7.72
4155,1,Good,F,SI,6.33,6.28
1911,0.52,Ideal,G,VVS,5.14,5.17
2048,0.72,Very Good,I,VS,5.65,5.73
15226,1.51,Ideal,F,VS,7.39,7.36
6653,1.2,Good,E,SI,6.84,6.79
3084,0.9,Very Good,E,SI,6.2,6.17
1722,0.52,Ideal,G,VS,5.16,5.18
4004,1,Good,E,SI,6.31,6.38
3169,0.77,Ideal,F,SI,5.93,5.95
1577,0.53,Ideal,G,VS,5.19,5.22
1812,0.53,Ideal,F,VS,5.16,5.21
15148,2.53,Premium,H,SI,8.82,8.76
858,0.32,Ideal,D,VVS,4.4,4.4
6543,1.03,Good,F,VS,6.35,6.38
8303,1.02,Ideal,E,VS,6.43,6.46
3729,1.03,Very Good,J,SI,6.64,6.67
4578,1.09,Premium,H,SI,6.59,6.57
12764,1.52,Ideal,H,VVS,7.32,7.3
618,0.31,Good,F,SI,4.29,4.2
981,0.33,Very Good,E,VVS,4.45,4.5
591,0.32,Very Good,H,SI,4.36,4.33
14375,1.85,Ideal,I,VVS,7.91,7.86
3007,0.76,Ideal,D,SI,5.88,5.91
5019,1.02,Very Good,F,SI,6.43,6.49
1107,0.51,Good,G,SI,5.08,5.03
1792,0.7,Good,F,SI,5.58,5.53
688,0.41,Ideal,G,SI,4.78,4.81
1865,0.7,Fair,H,SI,5.58,5.54
2442,0.63,Ideal,G,VVS,5.45,5.48
447,0.34,Good,F,SI,4.46,4.48
5141,1.2,Good,G,SI,6.75,6.71
3996,0.77,Ideal,H,VS,5.91,5.94
889,0.38,Ideal,F,VS,4.67,4.64
468,0.26,Premium,H,VVS,4.12,4.17
2812,0.7,Good,E,SI,5.49,5.53
521,0.33,Premium,H,VS,4.38,4.41
1389,0.54,Premium,G,SI,5.2,5.17
6163,1.01,Premium,G,VS,6.38,6.35
11280,1.53,Premium,H,VS,7.34,7.3
2283,0.71,Premium,G,SI,5.69,5.65
895,0.3,Ideal,E,VVS,4.38,4.41
2874,0.78,Premium,F,VS,5.91,5.82
6387,1.46,Premium,J,SI,7.43,7.34
841,0.48,Ideal,G,SI,5.04,5.06
4398,1.05,Very Good,E,SI,6.47,6.51
923,0.45,Fair,F,VS,4.77,4.7
4893,0.8,Very Good,E,VVS,5.93,5.95
3478,0.72,Ideal,G,VS,5.74,5.76
921,0.31,Ideal,F,IF,4.39,4.42
5219,1.09,Ideal,H,SI,6.58,6.53
1044,0.35,Ideal,G,IF,4.56,4.59
684,0.37,Good,H,SI,4.57,4.53
1367,0.41,Premium,E,VVS,4.75,4.77
2513,0.7,Very Good,E,VS,5.65,5.69
7235,1.51,Premium,H,SI,7.47,7.31
921,0.35,Ideal,E,VS,4.55,4.52
8049,1.51,Very Good,J,SI,7.25,7.32
1786,0.54,Ideal,D,SI,5.31,5.25
4031,0.91,Very Good,E,SI,6.11,6.14
5237,1.29,Ideal,J,SI,7,7.06
572,0.33,Ideal,I,SI,4.44,4.4
524,0.32,Good,E,SI,4.34,4.37
4405,1.05,Ideal,J,SI,6.53,6.57
6885,1.31,Very Good,I,VS,6.99,7.03
2853,0.71,Premium,F,VS,5.67,5.7
926,0.32,Ideal,F,VVS,4.39,4.43
5178,1.11,Fair,H,SI,6.42,6.39
6289,1.23,Ideal,D,SI,6.97,7.02
1397,0.4,Ideal,E,VVS,4.72,4.67
1378,0.44,Ideal,G,IF,4.91,4.95
683,0.41,Premium,D,SI,4.73,4.77
2444,0.7,Premium,E,SI,5.79,5.75
16427,2.18,Ideal,J,VS,8.41,8.45
718,0.39,Very Good,J,VVS,4.64,4.71
5986,1.14,Premium,H,VS,6.74,6.81
1565,0.5,Very Good,D,VS,5.09,5.18
13752,1.51,Ideal,G,VS,7.39,7.46
802,0.31,Premium,G,VS,4.35,4.33
6734,1.02,Ideal,F,VS,6.47,6.44
2326,1,Fair,G,SI,6,5.73
612,0.32,Ideal,D,SI,4.4,4.38
2208,0.71,Fair,I,VS,5.54,5.46
2634,0.61,Ideal,F,VVS,5.43,5.47
9046,1.37,Very Good,H,VS,7.08,7.12
2976,0.79,Ideal,F,SI,5.88,5.92
7665,1.01,Premium,G,VVS,6.36,6.34
8044,1.7,Premium,I,SI,7.65,7.55
599,0.26,Ideal,E,VVS,4.12,4.15
3003,0.65,Premium,D,VVS,5.69,5.63
4134,0.9,Very Good,E,VS,6.17,6.2
571,0.36,Ideal,G,SI,4.6,4.63
6060,1.06,Ideal,I,VS,6.5,6.57
8033,1.51,Ideal,J,VS,7.36,7.3
15245,2.07,Very Good,I,SI,8.2,8.1
977,0.31,Ideal,H,IF,4.4,4.38
1279,0.41,Ideal,E,VVS,4.8,4.77
619,0.3,Ideal,E,VS,4.28,4.2
671,0.31,Ideal,H,VVS,4.36,4.39
8901,1.25,Good,G,VS,6.87,6.92
4656,1.26,Ideal,J,SI,6.86,6.9
843,0.41,Ideal,I,VVS,4.68,4.75
1151,0.57,Very Good,I,SI,5.34,5.37
1013,0.3,Very Good,G,VVS,4.27,4.23
473,0.3,Very Good,H,VS,4.22,4.28
988,0.31,Ideal,G,IF,4.39,4.34
961,0.41,Ideal,G,VS,4.75,4.7
3990,0.9,Ideal,D,SI,6.1,6.15
3191,0.71,Ideal,E,VS,5.71,5.74
841,0.32,Ideal,D,VVS,4.42,4.44
7852,1.04,Premium,D,VS,6.51,6.48
4182,0.73,Ideal,G,VVS,5.77,5.8
14340,2,Very Good,H,SI,8.02,8.18
2107,0.55,Ideal,E,VS,5.27,5.24
765,0.34,Very Good,I,VVS,4.47,4.43
14603,1.7,Ideal,H,VVS,7.63,7.69
3012,0.72,Ideal,E,SI,5.77,5.8
687,0.31,Ideal,H,VVS,4.37,4.4
1847,0.57,Premium,F,VS,5.44,5.4
3235,0.73,Ideal,E,VS,5.73,5.76
17076,1.61,Ideal,G,VS,7.48,7.51
749,0.41,Good,F,VS,4.8,4.85
6620,1.22,Premium,H,SI,6.81,6.76
1071,0.3,Ideal,E,VVS,4.32,4.34
2618,0.66,Very Good,E,VS,5.64,5.69
430,0.28,Ideal,G,SI,4.25,4.28
2368,0.71,Very Good,E,SI,5.67,5.71
489,0.3,Ideal,J,IF,4.29,4.36
8877,1.21,Premium,F,VS,6.81,6.74
1708,0.56,Ideal,D,SI,5.32,5.35
4399,1.01,Very Good,E,SI,6.47,6.54
4630,1.06,Ideal,I,SI,6.64,6.6
1949,0.56,Ideal,H,VS,5.31,5.34
4958,0.95,Ideal,H,SI,6.31,6.35
8975,1.51,Good,I,VS,7.02,7.09
6072,1.03,Premium,E,VS,6.42,6.44
